Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Year,Month,Week,Day,Day_of_Week,Is_Weekend,Inventory_to_Sales_Ratio,Inventory_Gap,Price_Difference,Price_Difference_Percentage,Promotion_Discount,Previous_Demand,Previous_Units_Sold,Rolling_7_Day_Demand,Rolling_7_Day_Sales
2023-02-13,S003,P0014,Groceries,East,211,83,0,82.0,10,Snowy,0,79.65,Winter,1,71,2023,2,7,13,0,0,2.5421686746987953,128,2.3499999999999943,2.9504080351537905,0,113.0,119.0,85.28571428571429,72.85714285714286
2023-02-14,S003,P0014,Groceries,East,128,102,0,93.47,5,Sunny,0,108.34,Winter,1,109,2023,2,7,14,1,0,1.2549019607843137,26,-14.870000000000005,-13.725309211740818,0,71.0,83.0,89.42857142857143,81.0
2023-02-15,S003,P0014,Groceries,East,425,120,0,79.57,20,Cloudy,1,84.21,Winter,1,112,2023,2,7,15,2,0,3.5416666666666665,305,-4.640000000000001,-5.510034437715237,20,109.0,102.0,91.0,79.57142857142857
2023-02-16,S003,P0014,Groceries,East,305,88,257,80.33,20,Cloudy,1,75.02,Winter,1,99,2023,2,7,16,3,0,3.465909090909091,217,5.310000000000002,7.078112503332449,20,112.0,120.0,91.28571428571429,84.28571428571429
2023-02-17,S003,P0014,Groceries,East,217,71,0,91.61,5,Snowy,0,91.06,Winter,1,87,2023,2,7,17,4,0,3.056338028169014,146,0.5499999999999972,0.6039973643751341,0,99.0,88.0,100.14285714285714,93.57142857142857
2023-02-18,S003,P0014,Groceries,East,146,40,0,80.25,5,Snowy,0,85.57,Winter,1,64,2023,2,7,18,5,1,3.65,106,-5.319999999999993,-6.217132172490351,0,87.0,71.0,96.0,91.85714285714286
2023-02-19,S003,P0014,Groceries,East,363,117,316,81.37,20,Sunny,1,76.47,Winter,1,103,2023,2,7,19,6,1,3.1025641025641026,246,4.900000000000006,6.4077415980123,20,64.0,40.0,93.57142857142857,89.0
2023-02-20,S003,P0014,Groceries,East,246,65,0,90.65,0,Cloudy,0,100.06,Winter,1,84,2023,2,8,20,0,0,3.7846153846153845,181,-9.409999999999997,-9.404357385568655,0,103.0,117.0,92.14285714285714,88.71428571428571
2023-02-21,S003,P0014,Groceries,East,181,41,0,76.61,10,Cloudy,0,91.79,Winter,1,66,2023,2,8,21,1,0,4.414634146341464,140,-15.180000000000007,-16.537749210153617,0,84.0,65.0,94.0,86.14285714285714
2023-02-22,S003,P0014,Groceries,East,456,32,0,83.11,0,Sunny,0,75.17,Winter,1,47,2023,2,8,22,2,0,14.25,424,7.939999999999998,10.562724491153382,0,66.0,41.0,87.85714285714286,77.42857142857143
2023-02-23,S003,P0014,Groceries,East,424,45,0,77.12,15,Sunny,1,75.71,Winter,1,70,2023,2,8,23,3,0,9.422222222222222,379,1.4100000000000108,1.8623695680887742,15,47.0,32.0,78.57142857142857,64.85714285714286
2023-02-24,S003,P0014,Groceries,East,379,152,500,88.99,25,Snowy,1,85.25,Winter,1,154,2023,2,8,24,4,0,2.4934210526315788,227,3.739999999999995,4.387096774193543,25,70.0,45.0,74.42857142857143,58.714285714285715
2023-02-25,S003,P0014,Groceries,East,227,115,0,90.7,10,Snowy,0,84.42,Winter,1,100,2023,2,8,25,5,1,1.9739130434782608,112,6.280000000000001,7.438995498696993,0,154.0,152.0,84.0,70.28571428571429
2023-02-26,S003,P0014,Groceries,East,112,57,0,80.03,10,Cloudy,0,68.97,Winter,1,64,2023,2,8,26,6,1,1.9649122807017543,55,11.060000000000002,16.035957662751922,0,100.0,115.0,89.14285714285714,81.0
2023-02-27,S003,P0014,Groceries,East,555,56,0,70.02,20,Cloudy,1,78.7,Winter,1,74,2023,2,9,27,0,0,9.910714285714286,499,-8.680000000000007,-11.029224904701405,20,64.0,57.0,83.57142857142857,72.42857142857143
2023-02-28,S003,P0014,Groceries,East,499,81,0,72.77,20,Sunny,1,87.72,Winter,1,85,2023,2,9,28,1,0,6.160493827160494,418,-14.950000000000003,-17.042863657090745,20,74.0,56.0,82.14285714285714,71.14285714285714
2023-03-01,S003,P0014,Groceries,East,418,111,361,88.36,20,Rainy,1,82.0,Spring,0,129,2023,3,9,1,2,0,3.765765765765766,307,6.359999999999999,7.7560975609756095,20,85.0,81.0,84.85714285714286,76.85714285714286
2023-03-02,S003,P0014,Groceries,East,307,109,0,110.05,0,Sunny,0,127.04,Spring,0,146,2023,3,9,2,3,0,2.81651376146789,198,-16.99000000000001,-13.373740554156177,0,129.0,111.0,96.57142857142857,88.14285714285714
2023-03-03,S003,P0014,Groceries,East,198,145,0,103.52,10,Cloudy,1,117.31,Spring,0,162,2023,3,9,3,4,0,1.3655172413793104,53,-13.790000000000006,-11.755178586650759,10,146.0,109.0,107.42857142857143,97.28571428571429
2023-03-04,S003,P0014,Groceries,East,414,106,541,106.41,10,Cloudy,1,91.4,Spring,0,153,2023,3,9,4,5,1,3.9056603773584904,308,15.009999999999991,16.422319474835874,10,162.0,145.0,108.57142857142857,96.28571428571429
2023-03-05,S003,P0014,Groceries,East,308,129,0,99.05,15,Rainy,1,119.3,Spring,0,166,2023,3,9,5,6,1,2.387596899224806,179,-20.25,-16.97401508801341,15,153.0,106.0,116.14285714285714,95.0
2023-03-06,S003,P0014,Groceries,East,179,123,0,96.94,25,Cloudy,1,94.84,Spring,0,186,2023,3,10,6,0,0,1.4552845528455285,56,2.0999999999999943,2.214255588359336,25,166.0,129.0,130.71428571428572,105.28571428571429
2023-03-07,S003,P0014,Groceries,East,597,129,0,106.29,5,Sunny,0,122.63,Spring,0,152,2023,3,10,7,1,0,4.627906976744186,468,-16.33999999999999,-13.324635081138375,0,186.0,123.0,146.71428571428572,114.85714285714286
2023-03-08,S003,P0014,Groceries,East,468,79,0,95.45,0,Cloudy,0,85.45,Spring,0,84,2023,3,10,8,2,0,5.924050632911392,389,10.0,11.702750146284377,0,152.0,129.0,156.28571428571428,121.71428571428571
2023-03-09,S003,P0014,Groceries,East,389,80,308,107.62,0,Sunny,0,97.1,Spring,0,121,2023,3,10,9,3,0,4.8625,309,10.52000000000001,10.834191555097847,0,84.0,79.0,149.85714285714286,117.14285714285714
2023-03-10,S003,P0014,Groceries,East,309,140,0,101.59,10,Rainy,0,122.55,Spring,0,155,2023,3,10,10,4,0,2.2071428571428573,169,-20.959999999999994,-17.1032231742146,0,121.0,80.0,146.28571428571428,113.0
2023-03-11,S003,P0014,Groceries,East,169,37,0,76.35,10,Sunny,0,68.63,Spring,0,52,2023,3,10,11,5,1,4.5675675675675675,132,7.719999999999999,11.248725047355384,0,155.0,140.0,145.28571428571428,112.28571428571429
2023-03-12,S003,P0014,Groceries,East,440,46,0,75.32,10,Sunny,0,83.41,Spring,0,62,2023,3,10,12,6,1,9.565217391304348,394,-8.090000000000003,-9.69907684929865,0,52.0,37.0,130.85714285714286,102.42857142857143
2023-03-13,S003,P0014,Groceries,East,394,135,351,105.15,0,Sunny,0,127.05,Spring,0,130,2023,3,11,13,0,0,2.9185185185185185,259,-21.89999999999999,-17.237308146399048,0,62.0,46.0,116.0,90.57142857142857
2023-03-14,S003,P0014,Groceries,East,259,103,0,81.12,15,Sunny,1,88.64,Spring,0,99,2023,3,11,14,1,0,2.5145631067961167,156,-7.519999999999996,-8.483754512635375,15,130.0,135.0,108.0,92.28571428571429
2023-03-15,S003,P0014,Groceries,East,156,103,396,106.87,5,Sunny,0,119.55,Spring,0,154,2023,3,11,15,2,0,1.5145631067961165,53,-12.679999999999993,-10.606440819740689,0,99.0,103.0,100.42857142857143,88.57142857142857
2023-03-16,S003,P0014,Groceries,East,404,114,0,81.02,20,Cloudy,1,98.02,Spring,0,118,2023,3,11,16,3,0,3.543859649122807,290,-17.0,-17.34339930626403,20,154.0,103.0,110.42857142857143,92.0
2023-03-17,S003,P0014,Groceries,East,290,38,0,79.46,10,Rainy,0,71.01,Spring,0,62,2023,3,11,17,4,0,7.631578947368421,252,8.449999999999989,11.899732432051808,0,118.0,114.0,110.0,96.85714285714286
2023-03-18,S003,P0014,Groceries,East,648,142,549,113.06,10,Sunny,1,133.7,Spring,0,195,2023,3,11,18,5,1,4.563380281690141,506,-20.639999999999986,-15.43754674644726,10,62.0,38.0,96.71428571428571,82.28571428571429
2023-03-19,S003,P0014,Groceries,East,506,75,0,95.58,0,Rainy,0,105.1,Spring,0,100,2023,3,11,19,6,1,6.746666666666667,431,-9.519999999999996,-9.058039961941006,0,195.0,142.0,117.14285714285714,97.28571428571429
2023-03-20,S003,P0014,Groceries,East,431,49,0,77.08,5,Sunny,0,85.77,Spring,0,54,2023,3,12,20,0,0,8.795918367346939,382,-8.689999999999998,-10.131747697330066,0,100.0,75.0,122.57142857142857,101.42857142857143
2023-03-21,S003,P0014,Groceries,East,931,69,0,90.14,10,Cloudy,0,86.24,Spring,0,98,2023,3,12,21,1,0,13.492753623188406,862,3.9000000000000057,4.5222634508348865,0,54.0,49.0,111.71428571428571,89.14285714285714
2023-03-22,S003,P0014,Groceries,East,862,139,0,104.12,0,Rainy,0,121.45,Spring,0,127,2023,3,12,22,2,0,6.201438848920863,723,-17.33,-14.26924660354055,0,98.0,69.0,111.57142857142857,84.28571428571429
2023-03-23,S003,P0014,Groceries,East,723,68,0,89.02,10,Cloudy,0,97.46,Spring,0,110,2023,3,12,23,3,0,10.632352941176471,655,-8.439999999999998,-8.659963061768929,0,127.0,139.0,107.71428571428571,89.42857142857143
2023-03-24,S003,P0014,Groceries,East,655,81,0,93.53,0,Cloudy,0,105.34,Spring,0,93,2023,3,12,24,4,0,8.08641975308642,574,-11.810000000000002,-11.211315739510159,0,110.0,68.0,106.57142857142857,82.85714285714286
2023-03-25,S003,P0014,Groceries,East,574,144,458,114.4,10,Sunny,1,111.23,Spring,0,180,2023,3,12,25,5,1,3.986111111111111,430,3.1700000000000017,2.8499505529083895,10,93.0,81.0,111.0,89.0
2023-03-26,S003,P0014,Groceries,East,430,45,0,81.84,10,Rainy,0,75.82,Spring,0,70,2023,3,12,26,6,1,9.555555555555555,385,6.02000000000001,7.939857557372738,0,180.0,144.0,108.85714285714286,89.28571428571429
2023-03-27,S003,P0014,Groceries,East,385,156,0,112.49,10,Cloudy,1,129.81,Spring,0,193,2023,3,13,27,0,0,2.467948717948718,229,-17.320000000000007,-13.342577613435026,10,70.0,45.0,104.57142857142857,85.0
2023-03-28,S003,P0014,Groceries,East,687,89,0,91.5,10,Cloudy,0,85.97,Spring,0,103,2023,3,13,28,1,0,7.719101123595506,598,5.530000000000001,6.432476445271608,0,193.0,156.0,124.42857142857143,100.28571428571429
2023-03-29,S003,P0014,Groceries,East,598,108,0,93.63,10,Cloudy,0,80.33,Spring,0,110,2023,3,13,29,2,0,5.537037037037037,490,13.299999999999997,16.55670359765965,0,103.0,89.0,125.14285714285714,103.14285714285714
2023-03-30,S003,P0014,Groceries,East,490,102,0,84.75,10,Rainy,0,91.82,Spring,0,95,2023,3,13,30,3,0,4.803921568627451,388,-7.069999999999993,-7.699847527771721,0,110.0,108.0,122.71428571428571,98.71428571428571
2023-03-31,S003,P0014,Groceries,East,388,159,447,119.94,5,Sunny,0,111.38,Spring,0,177,2023,3,13,31,4,0,2.440251572327044,229,8.560000000000002,7.685401328784344,0,95.0,102.0,120.57142857142857,103.57142857142857
2023-04-01,S003,P0014,Groceries,East,229,109,0,93.96,10,Cloudy,0,85.16,Spring,0,111,2023,4,13,1,5,1,2.1009174311926606,120,8.799999999999997,10.333489901362139,0,177.0,159.0,132.57142857142858,114.71428571428571
2023-04-02,S003,P0014,Groceries,East,120,84,0,101.45,5,Cloudy,0,100.72,Spring,0,118,2023,4,13,2,6,1,1.4285714285714286,36,0.730000000000004,0.7247815726767315,0,111.0,109.0,122.71428571428571,109.71428571428571
2023-04-03,S003,P0014,Groceries,East,483,140,528,112.33,0,Sunny,0,125.22,Spring,0,153,2023,4,14,3,0,0,3.45,343,-12.89,-10.293882766331258,0,118.0,84.0,129.57142857142858,115.28571428571429
2023-04-04,S003,P0014,Groceries,East,343,182,0,93.86,20,Sunny,1,112.31,Spring,0,169,2023,4,14,4,1,0,1.8846153846153846,161,-18.450000000000003,-16.427744635384204,20,153.0,140.0,123.85714285714286,113.0
2023-04-05,S003,P0014,Groceries,East,161,105,0,93.84,0,Cloudy,0,110.69,Spring,0,94,2023,4,14,5,2,0,1.5333333333333334,56,-16.849999999999994,-15.222694010299028,0,169.0,182.0,133.28571428571428,126.28571428571429
2023-04-06,S003,P0014,Groceries,East,584,82,0,104.08,0,Rainy,0,111.9,Spring,0,127,2023,4,14,6,3,0,7.121951219512195,502,-7.820000000000007,-6.9883824843610425,0,94.0,105.0,131.0,125.85714285714286
2023-04-07,S003,P0014,Groceries,East,502,140,0,102.37,5,Cloudy,0,91.91,Spring,0,121,2023,4,14,7,4,0,3.585714285714286,362,10.460000000000008,11.38069850941139,0,127.0,82.0,135.57142857142858,123.0
2023-04-08,S003,P0014,Groceries,East,362,83,306,87.64,10,Sunny,0,95.77,Spring,0,105,2023,4,14,8,5,1,4.36144578313253,279,-8.129999999999995,-8.489088441056694,0,121.0,140.0,127.57142857142857,120.28571428571429
2023-04-09,S003,P0014,Groceries,East,279,94,0,83.86,10,Rainy,0,97.66,Spring,0,92,2023,4,14,9,6,1,2.9680851063829787,185,-13.799999999999997,-14.130657382756501,0,105.0,83.0,126.71428571428571,116.57142857142857
2023-04-10,S003,P0014,Groceries,East,185,135,408,88.04,20,Sunny,1,98.39,Spring,0,146,2023,4,15,10,0,0,1.3703703703703705,50,-10.349999999999994,-10.519361723752409,20,92.0,94.0,123.0,118.0
2023-04-11,S003,P0014,Groceries,East,356,133,0,85.36,20,Rainy,1,79.06,Spring,0,118,2023,4,15,11,1,0,2.6766917293233083,223,6.299999999999997,7.968631419175306,20,146.0,135.0,122.0,117.28571428571429
2023-04-12,S003,P0014,Groceries,East,223,81,0,88.17,10,Rainy,1,82.06,Spring,1,92,2023,4,15,12,2,0,2.753086419753086,142,6.109999999999999,7.4457713867901525,10,118.0,133.0,114.71428571428571,110.28571428571429
2023-04-13,S003,P0014,Groceries,East,550,50,0,85.4,10,Cloudy,0,80.38,Spring,1,82,2023,4,15,13,3,0,11.0,500,5.02000000000001,6.245334660363287,0,92.0,81.0,114.42857142857143,106.85714285714286
2023-04-14,S003,P0014,Groceries,East,500,79,0,97.84,0,Cloudy,0,96.42,Spring,1,91,2023,4,15,14,4,0,6.329113924050633,421,1.4200000000000017,1.4727235013482698,0,82.0,50.0,108.0,102.28571428571429
2023-04-15,S003,P0014,Groceries,East,421,48,0,88.07,0,Rainy,0,87.47,Spring,1,62,2023,4,15,15,5,1,8.770833333333334,373,0.5999999999999943,0.6859494683891555,0,91.0,79.0,103.71428571428571,93.57142857142857
2023-04-16,S003,P0014,Groceries,East,373,66,0,84.6,5,Sunny,0,92.15,Spring,1,79,2023,4,15,16,6,1,5.651515151515151,307,-7.550000000000011,-8.193163320672827,0,62.0,48.0,97.57142857142857,88.57142857142857
2023-04-17,S003,P0014,Groceries,East,307,113,347,101.87,10,Rainy,0,91.66,Spring,1,138,2023,4,16,17,0,0,2.7168141592920354,194,10.210000000000008,11.138991926685586,0,79.0,66.0,95.71428571428571,84.57142857142857
2023-04-18,S003,P0014,Groceries,East,194,112,0,86.77,20,Sunny,1,96.34,Spring,1,141,2023,4,16,18,1,0,1.7321428571428572,82,-9.570000000000007,-9.933568611168784,20,138.0,113.0,94.57142857142857,81.42857142857143
2023-04-19,S003,P0014,Groceries,East,82,53,0,82.1,10,Sunny,0,98.88,Spring,1,86,2023,4,16,19,2,0,1.5471698113207548,29,-16.78,-16.970064724919094,0,141.0,112.0,97.85714285714286,78.42857142857143
2023-04-20,S003,P0014,Groceries,East,376,85,0,82.36,10,Cloudy,1,93.04,Spring,1,87,2023,4,16,20,3,0,4.423529411764706,291,-10.680000000000007,-11.478933791917461,10,86.0,53.0,97.0,74.42857142857143
2023-04-21,S003,P0014,Groceries,East,291,89,214,75.31,20,Rainy,1,73.58,Spring,1,80,2023,4,16,21,4,0,3.269662921348315,202,1.730000000000004,2.351182386518081,20,87.0,85.0,97.71428571428571,79.42857142857143
2023-04-22,S003,P0014,Groceries,East,202,86,0,83.65,15,Sunny,1,73.82,Spring,1,93,2023,4,16,22,5,1,2.3488372093023258,116,9.830000000000013,13.31617447846114,15,80.0,89.0,96.14285714285714,80.85714285714286
2023-04-23,S003,P0014,Groceries,East,116,116,348,87.37,10,Cloudy,1,100.94,Spring,1,104,2023,4,16,23,6,1,1.0,0,-13.569999999999993,-13.443629879136115,10,93.0,86.0,100.57142857142857,86.28571428571429
2023-04-24,S003,P0014,Groceries,East,214,56,0,68.6,20,Rainy,1,79.2,Spring,1,68,2023,4,17,24,0,0,3.8214285714285716,158,-10.600000000000009,-13.383838383838395,20,104.0,116.0,104.14285714285714,93.42857142857143
2023-04-25,S003,P0014,Groceries,East,158,66,0,90.12,5,Rainy,0,90.08,Spring,1,82,2023,4,17,25,1,0,2.393939393939394,92,0.04000000000000625,0.044404973357022925,0,68.0,56.0,94.14285714285714,85.28571428571429
2023-04-26,S003,P0014,Groceries,East,440,60,0,84.29,0,Rainy,0,92.75,Spring,1,64,2023,4,17,26,2,0,7.333333333333333,380,-8.459999999999994,-9.121293800539076,0,82.0,66.0,85.71428571428571,78.71428571428571
2023-04-27,S003,P0014,Groceries,East,380,39,0,72.74,5,Rainy,0,83.82,Spring,1,39,2023,4,17,27,3,0,9.743589743589743,341,-11.079999999999998,-13.218802195180146,0,64.0,60.0,82.57142857142857,79.71428571428571
2023-04-28,S003,P0014,Groceries,East,341,57,274,93.24,5,Cloudy,0,92.24,Spring,1,92,2023,4,17,28,4,0,5.982456140350878,284,1.0,1.0841283607979184,0,39.0,39.0,75.71428571428571,73.14285714285714
2023-04-29,S003,P0014,Groceries,East,284,101,0,86.83,5,Cloudy,0,100.62,Spring,1,86,2023,4,17,29,5,1,2.8118811881188117,183,-13.790000000000006,-13.705028821307897,0,92.0,57.0,77.42857142857143,68.57142857142857
2023-04-30,S003,P0014,Groceries,East,183,61,0,80.85,10,Cloudy,0,89.29,Spring,1,81,2023,4,17,30,6,1,3.0,122,-8.440000000000012,-9.45234628737822,0,86.0,101.0,76.42857142857143,70.71428571428571
2023-05-01,S003,P0014,Groceries,East,396,46,0,68.87,10,Sunny,0,78.7,Spring,1,39,2023,5,18,1,0,0,8.608695652173912,350,-9.829999999999998,-12.490470139771281,0,81.0,61.0,73.14285714285714,62.857142857142854
2023-05-02,S003,P0014,Groceries,East,350,54,0,75.4,15,Cloudy,1,73.25,Spring,1,64,2023,5,18,2,1,0,6.481481481481482,296,2.1500000000000057,2.935153583617755,15,39.0,46.0,69.0,61.42857142857143
2023-05-03,S003,P0014,Groceries,East,296,91,318,73.14,25,Sunny,1,84.33,Spring,1,106,2023,5,18,3,2,0,3.2527472527472527,205,-11.189999999999998,-13.26929918178584,25,64.0,54.0,66.42857142857143,59.714285714285715
2023-05-04,S003,P0014,Groceries,East,205,81,0,77.15,10,Rainy,0,93.36,Spring,1,68,2023,5,18,4,3,0,2.5308641975308643,124,-16.209999999999994,-17.362896315338467,0,106.0,91.0,72.42857142857143,64.14285714285714
2023-05-05,S003,P0014,Groceries,East,124,78,0,89.56,0,Cloudy,0,76.34,Spring,1,66,2023,5,18,5,4,0,1.5897435897435896,46,13.219999999999999,17.31726486769714,0,68.0,81.0,76.57142857142857,70.14285714285714
2023-05-06,S003,P0014,Groceries,East,364,61,0,96.27,0,Cloudy,0,94.86,Spring,1,87,2023,5,18,6,5,1,5.967213114754099,303,1.4099999999999966,1.4864010120177067,0,66.0,78.0,72.85714285714286,73.14285714285714
2023-05-07,S003,P0014,Groceries,East,303,41,0,63.83,25,Rainy,1,59.31,Spring,1,53,2023,5,18,7,6,1,7.390243902439025,262,4.519999999999996,7.620974540549648,25,87.0,61.0,73.0,67.42857142857143
2023-05-08,S003,P0014,Groceries,East,262,74,319,73.59,25,Sunny,1,82.85,Spring,1,108,2023,5,19,8,0,0,3.5405405405405403,188,-9.259999999999991,-11.176825588412784,25,53.0,41.0,69.0,64.57142857142857
2023-05-09,S003,P0014,Groceries,East,188,46,0,89.72,0,Rainy,0,76.57,Spring,1,67,2023,5,19,9,1,0,4.086956521739131,142,13.150000000000006,17.173827869922956,0,108.0,74.0,78.85714285714286,68.57142857142857
2023-05-10,S003,P0014,Groceries,East,142,60,0,78.99,10,Cloudy,0,76.2,Spring,1,61,2023,5,19,10,2,0,2.3666666666666667,82,2.789999999999992,3.6614173228346347,0,67.0,46.0,79.28571428571429,67.42857142857143
2023-05-11,S003,P0014,Groceries,East,401,70,0,90.08,10,Sunny,0,85.54,Spring,1,98,2023,5,19,11,3,0,5.728571428571429,331,4.539999999999992,5.307458498947851,0,61.0,60.0,72.85714285714286,63.0
2023-05-12,S003,P0014,Groceries,East,331,93,388,100.1,0,Sunny,0,106.6,Spring,1,114,2023,5,19,12,4,0,3.5591397849462365,238,-6.5,-6.097560975609757,0,98.0,70.0,77.14285714285714,61.42857142857143
2023-05-13,S003,P0014,Groceries,East,238,112,0,106.68,0,Cloudy,0,105.57,Spring,0,118,2023,5,19,13,5,1,2.125,126,1.1100000000000136,1.0514350667803483,0,114.0,93.0,84.0,63.57142857142857
2023-05-14,S003,P0014,Groceries,East,126,105,0,96.04,10,Cloudy,0,94.19,Spring,0,118,2023,5,19,14,6,1,1.2,21,1.8500000000000085,1.9641150865272412,0,118.0,112.0,88.42857142857143,70.85714285714286
2023-05-15,S003,P0014,Groceries,East,409,123,426,98.08,5,Sunny,0,110.21,Spring,0,124,2023,5,20,15,0,0,3.3252032520325203,286,-12.129999999999995,-11.006260774884307,0,118.0,105.0,97.71428571428571,80.0
2023-05-16,S003,P0014,Groceries,East,286,137,0,95.83,25,Cloudy,1,108.79,Spring,0,202,2023,5,20,16,1,0,2.0875912408759123,149,-12.960000000000008,-11.912859637834366,25,124.0,123.0,100.0,87.0
2023-05-17,S003,P0014,Groceries,East,149,140,0,105.61,5,Sunny,0,99.91,Spring,0,132,2023,5,20,17,2,0,1.0642857142857143,9,5.700000000000003,5.705134621159046,0,202.0,137.0,119.28571428571429,100.0
2023-05-18,S003,P0014,Groceries,East,435,68,0,87.57,5,Rainy,0,86.17,Spring,0,74,2023,5,20,18,3,0,6.397058823529412,367,1.3999999999999915,1.6246953696181867,0,132.0,140.0,129.42857142857142,111.42857142857143
2023-05-19,S003,P0014,Groceries,East,367,96,0,78.98,20,Cloudy,1,70.72,Spring,0,94,2023,5,20,19,4,0,3.8229166666666665,271,8.260000000000005,11.679864253393673,20,74.0,68.0,126.0,111.14285714285714
2023-05-20,S003,P0014,Groceries,East,271,115,486,91.6,20,Rainy,1,80.08,Spring,0,142,2023,5,20,20,5,1,2.356521739130435,156,11.519999999999996,14.385614385614382,20,94.0,96.0,123.14285714285714,111.57142857142857
2023-05-21,S003,P0014,Groceries,East,156,156,0,100.89,15,Sunny,1,86.05,Spring,0,154,2023,5,20,21,6,1,1.0,0,14.840000000000003,17.245787332945966,15,142.0,115.0,126.57142857142857,112.0
2023-05-22,S003,P0014,Groceries,East,0,0,0,88.02,5,Sunny,0,93.67,Spring,0,90,2023,5,21,22,0,0,0.0,0,-5.650000000000006,-6.031813814455007,0,154.0,156.0,131.71428571428572,119.28571428571429
2023-05-23,S003,P0014,Groceries,East,486,82,0,86.57,5,Rainy,0,81.38,Spring,0,71,2023,5,21,23,1,0,5.926829268292683,404,5.189999999999998,6.377488326370114,0,90.0,0.0,126.85714285714286,101.71428571428571
2023-05-24,S003,P0014,Groceries,East,404,118,382,79.8,25,Rainy,1,71.67,Spring,0,117,2023,5,21,24,2,0,3.4237288135593222,286,8.129999999999995,11.343658434491411,25,71.0,82.0,108.14285714285714,93.85714285714286
2023-05-25,S003,P0014,Groceries,East,286,127,0,114.47,0,Sunny,0,112.56,Spring,0,142,2023,5,21,25,3,0,2.251968503937008,159,1.9099999999999966,1.6968727789623284,0,117.0,118.0,106.0,90.71428571428571
2023-05-26,S003,P0014,Groceries,East,159,159,512,98.12,20,Cloudy,1,116.56,Spring,0,186,2023,5,21,26,4,0,1.0,0,-18.439999999999998,-15.820178448867534,20,142.0,127.0,115.71428571428571,99.14285714285714
2023-05-27,S003,P0014,Groceries,East,382,101,0,91.82,10,Rainy,0,84.67,Spring,0,104,2023,5,21,27,5,1,3.782178217821782,281,7.1499999999999915,8.444549427187896,0,186.0,159.0,128.85714285714286,108.14285714285714
2023-05-28,S003,P0014,Groceries,East,281,103,0,92.43,10,Rainy,0,98.59,Spring,0,122,2023,5,21,28,6,1,2.7281553398058254,178,-6.159999999999997,-6.248098184400037,0,104.0,101.0,123.42857142857143,106.14285714285714
2023-05-29,S003,P0014,Groceries,East,690,120,0,102.22,5,Sunny,0,119.38,Spring,0,138,2023,5,22,29,0,0,5.75,570,-17.159999999999997,-14.37426704640643,0,122.0,103.0,118.85714285714286,98.57142857142857
2023-05-30,S003,P0014,Groceries,East,570,61,0,77.36,10,Rainy,0,68.24,Spring,0,55,2023,5,22,30,1,0,9.344262295081966,509,9.120000000000005,13.364595545134824,0,138.0,120.0,125.71428571428571,115.71428571428571
2023-05-31,S003,P0014,Groceries,East,509,115,0,101.51,0,Rainy,0,114.19,Spring,0,119,2023,5,22,31,2,0,4.426086956521739,394,-12.679999999999993,-11.104299851125312,0,55.0,61.0,123.42857142857143,112.71428571428571
2023-06-01,S003,P0014,Groceries,East,394,131,597,99.2,25,Cloudy,1,86.78,Summer,0,195,2023,6,22,1,3,0,3.0076335877862594,263,12.420000000000002,14.31205346854114,25,119.0,115.0,123.71428571428571,112.28571428571429
2023-06-02,S003,P0014,Groceries,East,263,62,0,88.35,10,Sunny,0,76.29,Summer,0,92,2023,6,22,2,4,0,4.241935483870968,201,12.059999999999988,15.808100668501753,0,195.0,131.0,131.28571428571428,112.85714285714286
2023-06-03,S003,P0014,Groceries,East,201,148,0,100.88,20,Cloudy,1,108.02,Summer,0,197,2023,6,22,3,5,1,1.3581081081081081,53,-7.140000000000001,-6.609887057952232,20,92.0,62.0,117.85714285714286,99.0
2023-06-04,S003,P0014,Groceries,East,650,83,0,74.31,20,Rainy,1,88.27,Summer,0,91,2023,6,22,4,6,1,7.831325301204819,567,-13.959999999999994,-15.81511272232921,20,197.0,148.0,131.14285714285714,105.71428571428571
2023-06-05,S003,P0014,Groceries,East,567,162,640,122.06,10,Sunny,0,117.86,Summer,0,206,2023,6,23,5,0,0,3.5,405,4.200000000000003,3.563549974546074,0,91.0,83.0,126.71428571428571,102.85714285714286
2023-06-06,S003,P0014,Groceries,East,405,159,0,103.8,20,Cloudy,1,114.9,Summer,0,208,2023,6,23,6,1,0,2.547169811320755,246,-11.100000000000009,-9.660574412532643,20,206.0,162.0,136.42857142857142,108.85714285714286
2023-06-07,S003,P0014,Groceries,East,246,95,0,104.85,5,Sunny,0,99.04,Summer,0,129,2023,6,23,7,2,0,2.5894736842105264,151,5.809999999999988,5.866316639741506,0,208.0,159.0,158.28571428571428,122.85714285714286
2023-06-08,S003,P0014,Groceries,East,791,99,0,94.67,5,Rainy,0,108.76,Summer,0,113,2023,6,23,8,3,0,7.98989898989899,692,-14.090000000000003,-12.955130562706879,0,129.0,95.0,159.71428571428572,120.0
2023-06-09,S003,P0014,Groceries,East,692,43,0,74.33,10,Rainy,0,81.72,Summer,0,58,2023,6,23,9,4,0,16.093023255813954,649,-7.390000000000001,-9.043073910915322,0,113.0,99.0,148.0,115.42857142857143
